actual,predicted
-1.7999069041593978,-1.6014279
-1.5323405777376995,-1.1845798
-0.42939347376751824,-0.7758403
-0.775726178970517,-0.44023067
-0.3004372377420983,-0.13960083
-0.3238335162142115,0.0464957
0.17142755810149055,0.274344
0.5032630307102623,0.5415616
0.3347355554123526,0.7243701
0.39791735015700985,0.909642
1.0584148369785038,1.0080047
0.6387869391274354,1.081833
0.6605661063248103,0.9699484
0.5719242322178935,1.0632372
0.8176724173847731,0.9706644
1.1717472685728518,0.7828464
1.2282572098642033,0.559185
0.058381837797032446,0.35831693
0.9513529853602806,0.09122905
-0.6927485302989769,-0.27614787
-0.020758255367314196,-0.6345562
-1.216387109774066,-0.8834472
-1.5272101854718616,-1.1682374
-1.968570454465128,-1.4315445
-1.592707487843616,-1.6078194
-0.9562135931684592,-1.1954083
-0.6098485147605817,-0.7964341
-1.0391978136622508,-0.4588974
-0.7277076117809544,-0.07151835
-0.3410516627361921,0.14280224
0.17245753373490794,0.35516012
0.3734254648349202,0.54493487
0.3419968950090475,0.7450369
0.9758822777032342,0.88770676
1.843176297033913,0.9907271
0.7876587173721792,0.9978583
0.8002080544803061,0.990082
1.1808908498830915,0.9601882
0.6208172726663405,0.9341475
0.938174938893397,0.79254466
0.18506822800632114,0.578239
1.1006351515210464,0.3398274
0.2529279414876049,0.090554744
-0.5257848818144146,-0.26573244
-0.7301495140927653,-0.62562835
-1.1386416240827995,-0.90382814
-0.5155074168073703,-1.1800044
-2.147054804305576,-1.3925993
-1.7367745304090008,-1.5534003
-1.2983223505818537,-1.1416943
-0.8843110876566526,-0.7423141
-0.6240134926985468,-0.41529793
-0.8978621361867798,-0.21841052
-0.19781919413849758,0.055171937
0.19580195379020787,0.23757127
0.3421814686899429,0.45210332
1.0017490159761906,0.69059944
1.2132885568623355,0.85088927
0.9330806945244813,0.9447869
1.0718185703590906,0.9968231
0.09940351524304278,0.9917673
0.7476077097589626,0.9599847
1.3030547833561836,0.9165937
0.5962146058154606,0.7918427
0.31967896765307496,0.5856972
1.1437180031136676,0.3317006
0.7574695720568133,0.03250563
0.09566288704427099,-0.2714376
-0.1194534850884584,-0.6502842
-1.7110843773940378,-0.90727746
-1.395968907760729,-1.1869054
-1.9336405646672539,-1.3441713
-1.7758194470113242,-1.5118114
-1.3057733526373811,-1.1031914
-1.7822721394582128,-0.74054706
-0.3636530358916821,-0.38715875
0.1404771359351832,-0.11004211
0.6159572728147967,0.084575765
0.09710424006386119,0.3019099
0.08737316425924814,0.534682
-0.3915626068774689,0.7228249
0.7676539493536361,0.8409834
1.3167453519746994,0.9488485
0.7401094618761919,1.0040991
1.8754968149714122,1.0105053
0.7982177559000364,0.94161195
0.9399230624940913,0.86412567
0.09345170687781548,0.77528197
0.5569798299727893,0.5692392
-0.44636431366629004,0.3573745
0.28455030355476785,0.078592606
0.19862565189789608,-0.25065595
-0.0517750018232556,-0.6523445
-1.276694609715069,-0.9801272
-1.0094452438570842,-1.2180276
-1.4739521845771613,-1.4249935
-1.3185915577492304,-1.5675725
-1.6815203122683104,-1.2068777
-1.8345454344690504,-0.8572351
-0.4457437394124547,-0.36333644
-0.2221917572175423,-0.12703536
-0.13619609401127633,0.07341355
0.5546187304174783,0.34196025
0.46282141798196047,0.59917974
0.20264490403566465,0.7983963
0.07616426167081343,1.016078
0.4651313385358792,1.0901661
1.9722493963571266,1.1761311
1.28733114361366,1.1202036
1.0433854792479063,1.0141777
0.7612533863605064,0.93792826
0.6476030740796865,0.8015776
1.021405911060989,0.61675966
0.2122251895632407,0.37003642
0.26858177618389883,0.08233246
-0.4675703283418328,-0.24340981
0.24266231559191734,-0.60986257
