actual,predicted
26.74578846887128,26.712683
24.436874880830352,24.78264
29.99598371456807,29.847942
29.82928669629015,30.137604
30.355084098565065,30.377214
26.25780323788657,27.051058
28.576529744417783,28.485174
31.417788341738444,31.32432
27.988602950291824,28.093327
27.396055670916713,27.018482
29.69915160218462,29.557793
27.64695108381202,27.360899
25.79625897016023,25.98914
24.46134175821816,24.284296
22.959381603416176,23.686386
22.714016320083505,22.537031
29.717034541929667,29.917486
23.796302691915542,23.688976
22.80533318533571,22.824314
25.65017364142773,26.32823
18.541112455417476,18.17538
21.101124801404332,20.899769
26.992502593811047,26.974821
25.08011422203838,25.202185
24.22154850349992,24.030384
28.27277410184371,28.020224
28.82194138226102,28.739906
28.581225686774054,28.391016
30.430211887176657,30.456413
23.346740861771487,23.880037
32.65750253400315,32.65089
30.912062370278196,30.91309
27.3398732005342,27.492659
32.12627250960525,31.986853
22.71447366354537,23.294046
20.340057494876895,19.909615
25.13119704590241,25.348188
27.965654417921172,27.735222
29.449742766556703,29.465315
20.71812172645895,20.936152
21.155473924269742,20.965952
22.543607102092302,22.382221
26.36226063845513,26.542238
32.197160330577844,32.106407
23.00035377315865,23.050932
32.63233235279125,32.694866
25.68619927130557,26.178522
28.579443443062445,28.157528
29.73495309997618,29.85624
21.31866556913613,21.72322
29.27713936348413,29.066042
30.65415990026608,30.590237
30.31867797988574,30.330967
21.7618030049539,21.896227
23.178565849174973,22.851692
29.228619882538652,29.194813
24.25602004097316,23.911526
23.948114751593273,23.501465
26.97070809951326,27.388002
19.752310541466223,20.193075
20.44920199615968,20.30207
21.172609335789435,21.683416
30.22921494727543,30.200365
31.434166537226567,31.41066
25.81695524400579,25.869377
30.677320239706845,30.690521
22.127497277082668,22.933874
25.205770114178677,25.442951
29.955287685211793,29.982388
29.41249074952427,29.521236
29.38635171841659,29.330824
25.99754849121487,26.340397
28.468384882173076,28.36603
24.02532134561856,23.65963
29.58287614413373,29.534348
32.082023480395456,32.34539
24.01291488576302,24.42977
32.687746378144354,32.654976
26.191872511754973,26.152761
29.540730112993145,29.586813
32.16243017468824,32.107983
33.70875205356681,33.677204
24.9640447705129,25.546232
31.138474000716776,30.993752
24.23223117231916,24.257502
28.347047600842117,28.623615
21.514421383465972,21.663948
31.446561500152363,31.468683
30.62923579347536,30.590347
25.513686079010988,25.418783
21.010963618233532,21.662947
29.21470640044702,28.834541
27.68962350784443,28.000988
25.586662712477832,26.023363
26.971796279982563,26.956455
22.28205568099505,22.828857
22.90725643701051,23.6002
29.929069897495417,30.053165
28.62772711945982,28.36373
33.12754751156772,33.089764
25.049642117625496,25.405783
20.082422089384092,20.39457
26.130962915090976,25.612167
28.7888871969633,28.93928
35.10557895278282,34.475445
22.577197492937877,22.794847
24.97454953219827,24.986773
28.81432181798229,28.311617
24.5722088392116,24.703268
30.350456096316087,30.361498
29.344481218434105,29.370913
21.257765409258475,21.704498
33.6459319128198,33.534554
27.645795417905827,27.798424
25.986392017800295,25.574823
31.459390597519196,31.531883
29.77879839425321,29.60792
31.68922491193441,31.712664
26.04264278040403,26.238611
30.261824874556012,30.327755
31.02121343359713,31.147142
30.100098207444468,30.093174
32.318851841430764,32.14822
27.145670642858477,27.538507
24.63946364823184,24.195044
24.780242115381228,25.12909
27.493129138775988,27.448637
30.2074963795734,30.601385
28.951852626508725,28.935877
30.188184544766138,29.784372
23.475018597299524,23.326569
29.785370880098284,29.622856
28.22592831060856,28.101856
29.013436690107294,29.30808
25.61118149382836,25.564026
29.24972757001659,29.153236
23.982251374256144,24.213146
25.934052244983786,25.643312
30.04720164599599,30.040123
24.722757627364818,24.277996
25.32299771775442,25.8578
28.503672113875695,28.398193
27.982653587867375,27.557625
27.114493500206574,26.549446
29.230389401380176,29.070995
27.13271316401264,27.293324
31.697407789490946,31.645857
27.943305882383264,27.959066
28.86232212561959,29.33072
28.375581591597538,28.228561
31.80103725317544,31.78299
29.374151389520723,29.562086
32.74003198404337,32.6517
31.188884645416245,30.953768
23.572080215952205,23.44186
23.575222059774493,23.056107
24.388901857443077,23.861174
24.50515089777368,24.138601
28.58453164099581,28.722212
23.277114152449403,23.004484
22.27416358017224,21.986294
23.267423644455775,22.891447
27.32400693758001,27.126835
27.475823650699528,27.787783
24.9720562876243,24.890316
28.77079011730757,28.423782
21.86544772186191,22.52267
22.839293111883105,23.014776
25.897060797509063,25.96814
29.684735722914372,29.72514
27.450008756041584,27.395166
29.31371436966261,29.469263
29.158869780577483,29.07842
20.771666215884537,20.587223
26.310384094027704,26.652689
22.309072072983795,22.54843
27.13830600488304,26.701475
28.99334910628716,29.015982
26.64837273889888,26.705582
21.15465034641761,20.67263
26.828214651136054,26.618292
28.417230481246413,28.282696
29.301078383663004,29.08446
26.988903912509947,27.294926
28.69442359922624,29.019987
27.322422408859023,26.893188
23.716295278273456,24.335629
33.29003934253157,33.44072
25.399949995574495,25.346928
22.882888770366755,23.08935
26.213960105545112,26.531427
30.460776379680944,30.47066
28.849962164325945,28.693783
25.797884564712312,25.84473
26.85101373174743,26.630238
28.776957084312013,28.648054
28.557504612647563,28.718157
32.49400659225519,32.49967
27.59461781285109,27.404436
22.6740410771539,22.910511
20.556690169128142,19.975986
28.01573385800075,28.068344
21.6905005385465,21.085167
32.73920790862911,32.72601
28.776628799608993,29.10634
27.822895218495987,27.933565
21.966810517096295,22.32417
26.364977696940183,26.273878
21.93385139161301,22.605032
34.533038039427694,34.12804
26.71554571081297,26.50805
28.66313764851032,29.057365
24.078289256606155,24.074314
29.66218789090197,29.603928
22.725296633129815,23.053555
20.7985947257175,21.229214
31.921639237461928,31.892733
30.61858299822402,30.942
25.79125585643374,26.165741
28.157349573781364,27.928
26.304971766421637,26.204975
26.7131730437436,26.614466
23.828231844806737,23.70879
30.224486790943622,30.63806
30.335480080720185,30.28596
31.85276262486066,31.823753
31.324809977588295,31.31246
25.266188583727292,25.945295
31.85342142423368,31.655283
23.147138425388405,23.272036
24.50085606913298,24.869003
27.67829041794491,27.45516
23.877616756676716,23.702818
26.904460260461075,26.400955
28.762700043363974,28.472826
28.337040069363816,28.412823
31.752739168139527,31.620691
27.430682415777397,27.218046
25.287341310622637,25.680489
20.653093880181647,20.908466
28.700797649744384,28.71296
28.946015545018064,29.12693
24.18005142189651,24.2353
26.003236283151725,26.110601
25.16421276323554,25.593912
30.33156527481245,30.39438
24.487416169654395,24.318186
20.49213039524317,20.19507
23.966950225116676,23.402338
29.882161814567397,29.901821
29.773578027684408,29.33254
27.483859423718897,27.181847
31.12064831264377,31.18662
33.0661928569501,32.88514
26.655732121948667,26.432343
27.877029740418557,27.798141
28.001287475362385,27.651438
26.028787169584515,25.802114
26.457694656858465,26.086739
22.03036474090062,22.252317
30.497701077512964,30.628485
15.613807163500782,15.084998
24.29918351351817,24.351095
27.08587507229331,27.147879
20.41712402541446,20.616219
31.0648507324966,31.036118
31.452054122553612,31.499092
26.94848285249958,26.495249
29.426256870068535,29.360216
31.15449809931801,31.021954
20.229864940855048,19.842442
24.791904548423226,24.98917
29.24513710813423,29.020592
24.357216431632608,23.943363
24.42686869849321,24.605928
26.68232736937364,26.267735
20.50206248380697,20.663012
30.719973220008512,30.686096
28.46521226979354,28.09103
28.67548884300947,28.799282
25.982536635320887,26.325691
26.65473266179533,26.75273
31.36469916214648,31.331612
29.752433109117412,29.998016
29.877259084984168,29.93024
30.346207054875045,30.38718
26.83629066228988,27.131971
20.998621989303487,20.706537
22.178705149407755,22.895462
27.6624336020904,27.81533
22.572212668576952,22.593409
25.765021950384305,25.55024
28.257580570463382,28.142336
26.383476163367156,26.106134
28.432498235826177,28.53628
26.15727106991597,26.127144
25.967168921049172,25.487898
25.38962298322395,25.51381
28.093979915819453,27.984442
22.266481485727155,22.962854
27.62852037716685,27.145638
28.344878796813465,28.116259
31.38518923647444,31.340708
23.08811652820476,22.543564
29.25327076458062,29.212706
28.73900043872586,28.944181
21.118453305355622,21.430124
20.08234288278858,20.166166
30.031066007143757,30.037302
21.97868065226198,22.24139
30.622838976599436,30.431816
31.22820455122747,31.376608
25.219547421534344,24.99309
30.60601072342343,30.562012
27.18207190053844,27.542309
23.35852036003427,22.848684
26.44679976540743,26.272331
19.880523086591474,17.361101
25.82549516265315,25.963451
27.961960195714983,28.581675
27.571188031853,27.615318
26.601087459088504,26.815706
29.8200547778669,29.765833
22.74214786879779,22.320642
33.15448232095332,32.997776
20.016072156403293,20.063076
25.63578998038508,25.218193
23.62740926861749,23.07459
22.39592509138924,22.286264
25.68270374412128,25.722712
31.318248689563724,31.364952
27.212733523101548,26.723166
25.443664054141447,25.72454
27.457242381241777,27.37522
21.181305181202777,20.966385
30.062186172796373,30.073378
22.74887929879926,22.6259
31.3127520230177,31.038769
25.180023723053324,24.58382
19.67212360659381,19.238005
30.30608247491484,30.106785
23.253492936207248,23.476765
24.32038860678364,24.417921
31.922866304199864,31.887047
32.79708332147794,32.538006
34.46075780599013,34.28666
24.972570165365653,25.392937
30.31213340610902,30.416267
31.671794598293317,31.579199
30.08565520931777,30.089382
30.26896671210312,30.302479
26.485096616214356,26.862505
27.901994367637375,27.613981
30.71409111903448,30.691221
30.842103063534417,30.699436
28.077133710722592,28.291594
28.941542822055872,28.590439
26.6981491984952,26.570293
24.952221556103662,25.039043
27.873632007979076,28.329828
26.827628687617885,27.278124
20.795208381053904,20.494759
28.59643868067061,28.162722
26.010657422867254,26.359072
26.12803198805304,25.895163
28.92724017642167,28.884937
28.21828694120064,28.259691
29.006474093710963,29.15114
28.03686378652083,28.181492
32.69901089176882,32.622295
32.011824444052934,32.09295
26.427110336212294,26.514328
31.936848062098708,32.137493
23.72857867602269,23.788437
26.93693026078664,27.424276
20.382697522295427,20.970123
31.420637081089836,31.357243
27.247566315857583,26.952477
28.51062360993952,28.351982
23.243304569614807,23.943218
20.01270424051672,20.875412
27.11039016859661,26.860056
33.58760009533326,33.307125
22.723290765091477,23.29547
26.920452985481877,27.531643
29.017299475749276,28.947912
21.996532205840246,22.524094
29.90372604179936,30.325026
23.572700032820592,23.127966
22.94503101858486,9.970589
23.972773445652916,24.293133
30.54148647852588,30.457462
29.762147388231337,29.651756
19.733336977468312,19.087337
29.442699827718457,29.38353
27.551260197654827,27.320053
23.990446911590652,24.235737
28.289561229778748,28.858158
30.698373579292813,30.613127
22.91577038651375,23.064539
30.936491400648677,30.922232
28.692195734671305,28.795223
30.192600894438726,30.052986
25.534817254936396,26.02349
25.84824166126888,25.71446
20.31438904245523,20.323927
30.061795696280356,29.929739
18.11207138872781,18.835178
28.719253723506817,28.479511
32.19551570667838,32.009743
